customer_id,first_name,last_name,email,phone,registration_date,customer_segment,is_active,lifetime_value
CUST000303,FirstName303,LastName303,Customer303@Email.com,555-796-2721,2023-03-15,,N,557.12
CUST000304,FirstName304,LastName304,customer304@gmail.com,+1-555-762-9313,2020-10-16,Basic,False,4129.52
CUST000305,FirstName305,LastName305,customer305@email.com,,2021-05-13,Premium,true,431.2
CUST000306,FirstName306,LastName306,customer306@gmail.com,5555523610,2021-11-28,VIP,true,6764.39
CUST000307,FirstName307,LastName307,customer307@gmail.com,5558028470,2022-10-21,VIP,N,7718.05
CUST000308,FirstName308,LastName308,,555-714-1922,2021-05-24,VIP,N,3273.54
CUST000309,FirstName309,LastName309,Customer309@Email.com,(555) 461-9369,2020-09-29,Basic,Y,3554.56
CUST000310,FirstName310,LastName310,customer310@email.com,555-389-1411,2021-06-08,VIP,0,33.7
CUST000311,FirstName311,LastName311,customer.311@email.com,555-735-4589,2022-03-11,Premium,true,3285.42
CUST000312,FirstName312,LastName312,customer312@gmail.com,,2022-03-23,VIP,0,5913.6
CUST000313,FirstName313,LastName313,customer313@email.com,,2022-04-15,Basic,Y,9512.16
CUST000314,FirstName314,LastName314,,(555) 695-9912,2022-03-04,,true,9184.26
CUST000315,FirstName315,LastName315,customer.315@email.com,555-660-9695,2022-01-03,Basic,True,2691.55
CUST000316,FirstName316,LastName316,customer316@gmail.com,,2023-06-17,Premium,N,9958.32
CUST000317,FirstName317,LastName317,customer.317@email.com,(555) 109-6802,2022-12-16,VIP,true,8540.73
CUST000318,FirstName318,LastName318,,5552265531,2023-10-23,Basic,false,7922.04
CUST000319,FirstName319,LastName319,customer319@email.com,+1-555-977-2133,2021-07-14,,0,4063.14
CUST000320,FirstName320,LastName320,Customer320@Email.com,(555) 467-2626,2021-03-17,Standard,False,8772.35
CUST000321,FirstName321,LastName321,customer.321@email.com,5553953222,2020-03-13,,N,5009.96
CUST000322,FirstName322,LastName322,Customer322@Email.com,555-572-7224,2020-07-01,VIP,0,881.8
CUST000323,FirstName323,LastName323,,555-644-6049,2022-12-10,,True,2969.81
CUST000324,FirstName324,LastName324,customer324@email.com,,2020-12-02,,0,7900.09
CUST000325,FirstName325,LastName325,Customer325@Email.com,555-943-6180,2021-04-22,Standard,False,3890.41
CUST000326,FirstName326,LastName326,customer.326@email.com,+1-555-693-6791,2023-01-28,VIP,false,3699.54
CUST000327,FirstName327,LastName327,customer327@email.com,,2022-02-03,Premium,1,4564.67
CUST000328,FirstName328,LastName328,customer328@email.com,,2020-12-24,,true,734.09
CUST000329,FirstName329,LastName329,customer.329@email.com,5555309593,2022-06-20,Standard,True,3251.65
CUST000330,FirstName330,LastName330,customer330@email.com,+1-555-133-2964,2022-12-26,Premium,Y,5253.72
CUST000331,FirstName331,LastName331,Customer331@Email.com,,2022-10-22,,1,135.72
CUST000332,FirstName332,LastName332,,555-702-4448,2023-07-05,VIP,Y,8069.4
CUST000333,FirstName333,LastName333,Customer333@Email.com,+1-555-762-1214,2023-03-01,,false,2357.48
CUST000334,FirstName334,LastName334,customer334@email.com,(555) 885-2521,2023-04-04,,True,4736.6
CUST000335,FirstName335,LastName335,customer.335@email.com,,2021-08-17,,True,8537.04
CUST000336,FirstName336,LastName336,customer336@email.com,5554931946,2021-04-07,,false,342.23
CUST000337,FirstName337,LastName337,,5558641871,2022-02-23,,0,76.73
CUST000338,FirstName338,LastName338,,5551443118,2022-03-28,Premium,True,8488.85
CUST000339,FirstName339,LastName339,customer.339@email.com,+1-555-255-2894,2021-10-13,Basic,false,2598.32
CUST000340,FirstName340,LastName340,customer340@gmail.com,+1-555-435-5431,2023-04-08,,1,5956.96
CUST000341,FirstName341,LastName341,customer.341@email.com,,2021-02-10,,False,5111.78
CUST000342,FirstName342,LastName342,customer.342@email.com,,2023-09-27,Standard,1,2580.64
CUST000343,FirstName343,LastName343,customer.343@email.com,,2022-03-31,,True,4816.71
CUST000344,FirstName344,LastName344,customer344@email.com,(555) 569-6858,2022-03-31,VIP,N,3550.93
CUST000345,FirstName345,LastName345,customer345@gmail.com,555-388-4162,2021-09-04,,true,7868.29
CUST000346,FirstName346,LastName346,,,2022-09-17,,0,7606.89
CUST000347,FirstName347,LastName347,customer347@email.com,5557685929,2020-04-17,,True,86.25
CUST000348,FirstName348,LastName348,customer348@gmail.com,5555554875,2021-01-26,Standard,True,5851.99
CUST000349,FirstName349,LastName349,customer349@email.com,,2022-04-11,Premium,False,8216.4
CUST000350,FirstName350,LastName350,,5553186321,2022-08-27,Basic,Y,4492.11
CUST000351,FirstName351,LastName351,customer351@gmail.com,555-414-3930,2022-03-12,Basic,0,5554.92
CUST000352,FirstName352,LastName352,,+1-555-786-1909,2020-06-28,Basic,Y,6413.81
CUST000353,FirstName353,LastName353,customer353@email.com,555-709-3205,2023-09-19,,True,3138.09
CUST000354,FirstName354,LastName354,,+1-555-273-1475,2020-04-08,,1,3715.7
CUST000355,FirstName355,LastName355,customer355@email.com,5554365826,2023-04-22,VIP,0,3110.43
CUST000356,FirstName356,LastName356,,,2023-05-08,Premium,1,8721.27
CUST000357,FirstName357,LastName357,customer357@email.com,,2020-12-20,Standard,Y,9859.19
CUST000358,FirstName358,LastName358,customer358@gmail.com,,2023-07-04,,True,2842.64
CUST000359,FirstName359,LastName359,customer359@email.com,5552046558,2022-04-30,Standard,true,3928.37
CUST000360,FirstName360,LastName360,customer.360@email.com,5554841790,2023-05-26,Premium,N,5113.62
CUST000361,FirstName361,LastName361,Customer361@Email.com,,2022-01-06,,N,3903.29
CUST000362,FirstName362,LastName362,,5559936105,2021-02-02,,True,31.24
CUST000363,FirstName363,LastName363,Customer363@Email.com,5551442549,2022-08-06,Premium,true,1448.45
CUST000364,FirstName364,LastName364,customer364@email.com,+1-555-373-1485,2020-08-28,,1,9739.03
CUST000365,FirstName365,LastName365,Customer365@Email.com,(555) 324-6437,2023-04-11,,0,9414.62
CUST000366,FirstName366,LastName366,Customer366@Email.com,5559012652,2023-08-14,Premium,True,9736.81
CUST000367,FirstName367,LastName367,,(555) 303-1054,2020-04-03,Standard,N,3922.13
CUST000368,FirstName368,LastName368,,+1-555-561-6801,2022-11-19,,Y,5829.38
CUST000369,FirstName369,LastName369,Customer369@Email.com,5552211832,2022-11-03,Basic,true,4764.8
CUST000370,FirstName370,LastName370,,555-718-8047,2020-11-18,,False,8551.17
CUST000371,FirstName371,LastName371,,+1-555-116-1605,2020-12-20,,False,281.33
CUST000372,FirstName372,LastName372,Customer372@Email.com,(555) 417-2425,2020-09-07,Basic,N,5463.31
CUST000373,FirstName373,LastName373,,(555) 840-6848,2020-07-04,,false,6907.08
CUST000374,FirstName374,LastName374,,5551222660,2020-08-23,Basic,False,2434.62
CUST000375,FirstName375,LastName375,customer.375@email.com,5559056875,2020-11-19,,True,137.39
CUST000376,FirstName376,LastName376,customer376@email.com,(555) 717-1271,2022-08-29,Premium,true,4841.38
CUST000377,FirstName377,LastName377,customer377@email.com,,2022-05-22,VIP,1,4644.65
CUST000378,FirstName378,LastName378,Customer378@Email.com,+1-555-889-6210,2020-07-27,,true,5600.43
CUST000379,FirstName379,LastName379,customer379@email.com,+1-555-365-8415,2023-05-18,Standard,True,3226.14
CUST000380,FirstName380,LastName380,,,2020-08-25,Basic,N,2062.98
CUST000381,FirstName381,LastName381,Customer381@Email.com,,2023-09-10,Basic,False,1745.19
CUST000382,FirstName382,LastName382,,5555982459,2023-06-18,Standard,N,265.31
CUST000383,FirstName383,LastName383,Customer383@Email.com,,2022-04-22,,True,364.33
CUST000384,FirstName384,LastName384,,+1-555-894-2979,2023-03-18,VIP,0,3640.57
CUST000385,FirstName385,LastName385,customer.385@email.com,5558651154,2020-11-24,Standard,False,2362.25
CUST000386,FirstName386,LastName386,customer386@email.com,(555) 242-3125,2021-03-05,Basic,True,4688.37
CUST000387,FirstName387,LastName387,,5553916277,2021-06-30,VIP,N,1264.92
CUST000388,FirstName388,LastName388,customer388@gmail.com,555-943-5138,2022-10-10,Premium,true,6271.82
CUST000389,FirstName389,LastName389,,,2022-01-25,Basic,false,4481.16
CUST000390,FirstName390,LastName390,customer390@email.com,,2021-05-11,Standard,0,7534.15
CUST000391,FirstName391,LastName391,customer391@email.com,5559933828,2020-04-20,,Y,137.18
CUST000392,FirstName392,LastName392,customer392@email.com,555-286-3102,2023-01-27,,True,1463.01
CUST000393,FirstName393,LastName393,customer.393@email.com,(555) 471-8011,2022-10-12,Basic,Y,8218.33
CUST000394,FirstName394,LastName394,,555-865-6298,2021-05-15,Standard,false,3539.41
CUST000395,FirstName395,LastName395,Customer395@Email.com,+1-555-105-7092,2023-05-26,VIP,Y,5864.13
CUST000396,FirstName396,LastName396,,+1-555-431-5141,2023-08-21,,False,2110.26
CUST000397,FirstName397,LastName397,customer397@gmail.com,555-467-4226,2020-09-02,Basic,True,4232.95
CUST000398,FirstName398,LastName398,customer398@gmail.com,,2021-03-31,,False,1252.09
CUST000399,FirstName399,LastName399,customer399@gmail.com,+1-555-604-9810,2020-01-03,Standard,True,6255.08
CUST000400,FirstName400,LastName400,,5555419682,2023-02-17,Premium,false,3238.91
CUST000401,FirstName401,LastName401,Customer401@Email.com,,2020-07-09,Basic,1,1286.64
CUST000402,FirstName402,LastName402,,555-295-1713,2020-01-28,Standard,False,8851.31
CUST000403,FirstName403,LastName403,,(555) 348-5077,2021-02-18,,True,3174.57
CUST000404,FirstName404,LastName404,customer404@gmail.com,(555) 137-9274,2021-12-02,Basic,0,2641.02
CUST000405,FirstName405,LastName405,customer.405@email.com,(555) 797-7278,2023-10-07,Basic,True,2359.19
CUST000406,FirstName406,LastName406,,555-245-8799,2022-01-19,Standard,false,1423.5
CUST000407,FirstName407,LastName407,customer407@email.com,,2021-05-21,Standard,false,5557.93
CUST000408,FirstName408,LastName408,,(555) 270-1997,2022-09-25,Standard,false,8773.49
CUST000409,FirstName409,LastName409,customer409@email.com,,2022-06-18,,False,5568.07
CUST000410,FirstName410,LastName410,Customer410@Email.com,555-337-2497,2021-05-05,Premium,N,7028.81
CUST000411,FirstName411,LastName411,,(555) 240-6134,2023-10-04,,true,1120.93
CUST000412,FirstName412,LastName412,customer.412@email.com,,2023-01-23,VIP,False,2878.6
CUST000413,FirstName413,LastName413,customer.413@email.com,5558196065,2020-03-28,Premium,False,9776.32
CUST000414,FirstName414,LastName414,customer.414@email.com,5558785604,2022-09-21,,True,5931.66
CUST000415,FirstName415,LastName415,,555-412-1676,2022-05-31,VIP,False,2703.64
CUST000416,FirstName416,LastName416,customer416@gmail.com,(555) 931-1757,2021-09-28,Basic,True,3065.48
CUST000417,FirstName417,LastName417,customer417@email.com,,2023-07-10,,True,3599.69
CUST000418,FirstName418,LastName418,,5553733306,2020-07-25,,False,994.72
CUST000419,FirstName419,LastName419,customer419@gmail.com,,2020-07-20,,True,4387.12
CUST000420,FirstName420,LastName420,,+1-555-160-1800,2021-09-20,Premium,False,5038.09
CUST000421,FirstName421,LastName421,customer.421@email.com,+1-555-947-9515,2020-01-12,VIP,0,2585.42
CUST000422,FirstName422,LastName422,,(555) 135-2069,2022-01-29,VIP,Y,626.86
CUST000423,FirstName423,LastName423,,555-130-3037,2022-03-13,Basic,False,8685.83
CUST000424,FirstName424,LastName424,customer424@gmail.com,+1-555-430-8708,2020-07-09,Standard,Y,881.9
CUST000425,FirstName425,LastName425,Customer425@Email.com,,2021-04-16,,True,4933.89
CUST000426,FirstName426,LastName426,customer426@gmail.com,,2021-02-18,Premium,0,3840.33
CUST000427,FirstName427,LastName427,Customer427@Email.com,,2020-10-02,,N,464.24
CUST000428,FirstName428,LastName428,customer428@gmail.com,(555) 819-3005,2023-10-13,VIP,false,731.04
CUST000429,FirstName429,LastName429,customer429@gmail.com,,2022-10-25,Standard,true,1931.67
CUST000430,FirstName430,LastName430,Customer430@Email.com,5554201388,2022-04-22,Standard,True,6704.8
CUST000431,FirstName431,LastName431,Customer431@Email.com,5551821944,2020-02-23,Basic,False,2908.9
CUST000432,FirstName432,LastName432,customer.432@email.com,,2020-11-22,VIP,true,4314.22
CUST000433,FirstName433,LastName433,customer433@gmail.com,,2021-09-13,,True,8215.47
CUST000434,FirstName434,LastName434,customer434@email.com,+1-555-508-8489,2020-02-23,,False,6257.87
CUST000435,FirstName435,LastName435,customer.435@email.com,5551891101,2020-09-20,Standard,1,4197.38
CUST000436,FirstName436,LastName436,customer.436@email.com,555-672-6526,2023-05-01,Basic,false,5313.61
CUST000437,FirstName437,LastName437,,+1-555-203-7043,2022-06-04,Standard,0,4519.82
CUST000438,FirstName438,LastName438,,(555) 253-5092,2023-10-25,Basic,0,9884.3
CUST000439,FirstName439,LastName439,customer439@gmail.com,+1-555-223-5170,2020-06-14,Standard,true,335.14
CUST000440,FirstName440,LastName440,customer.440@email.com,,2023-09-26,VIP,false,5054.89
CUST000441,FirstName441,LastName441,,,2023-07-26,Standard,0,470.68
CUST000442,FirstName442,LastName442,,555-655-3773,2021-02-14,Basic,false,6275.01
CUST000443,FirstName443,LastName443,customer443@email.com,5553344105,2021-05-22,Premium,False,2840.7
CUST000444,FirstName444,LastName444,,+1-555-214-5573,2022-02-09,,false,2368.25
CUST000445,FirstName445,LastName445,customer445@email.com,,2022-06-20,,True,6796.26
CUST000446,FirstName446,LastName446,customer.446@email.com,+1-555-611-7945,2021-12-13,VIP,False,6597.89
CUST000447,FirstName447,LastName447,customer447@gmail.com,,2020-08-12,,N,3038.95
CUST000448,FirstName448,LastName448,,555-550-4821,2020-02-29,Premium,Y,1737.37
CUST000449,FirstName449,LastName449,Customer449@Email.com,(555) 417-4991,2022-06-02,Standard,false,7002.45
CUST000450,FirstName450,LastName450,customer.450@email.com,5556497815,2023-01-14,,N,7469.66
CUST000451,FirstName451,LastName451,,555-739-8033,2021-08-02,Premium,Y,5060.39
CUST000452,FirstName452,LastName452,customer452@gmail.com,,2021-04-15,Basic,false,9399.6
CUST000453,FirstName453,LastName453,,,2021-04-16,Premium,False,2029.49
CUST000454,FirstName454,LastName454,Customer454@Email.com,+1-555-139-8961,2021-07-26,Standard,true,2507.71
CUST000455,FirstName455,LastName455,customer455@gmail.com,+1-555-929-2146,2022-10-25,VIP,true,9878.93
CUST000456,FirstName456,LastName456,customer456@email.com,,2021-08-04,Basic,1,9780.72
CUST000457,FirstName457,LastName457,customer457@email.com,(555) 851-5353,2023-09-04,Premium,0,6842.93
CUST000458,FirstName458,LastName458,customer458@gmail.com,555-664-7049,2021-12-19,VIP,true,4733.97
CUST000459,FirstName459,LastName459,customer459@gmail.com,,2022-04-25,,True,1927.35
CUST000460,FirstName460,LastName460,Customer460@Email.com,,2021-11-05,,false,7752.82
CUST000461,FirstName461,LastName461,customer461@gmail.com,+1-555-398-2311,2022-12-30,,Y,4750.23
CUST000462,FirstName462,LastName462,customer462@email.com,,2022-12-13,,0,7790.92
CUST000463,FirstName463,LastName463,,,2023-09-10,VIP,true,6809.33
CUST000464,FirstName464,LastName464,Customer464@Email.com,555-905-9545,2023-02-03,Premium,false,8259.32
CUST000465,FirstName465,LastName465,Customer465@Email.com,,2021-05-27,Premium,false,3721.14
CUST000466,FirstName466,LastName466,customer466@email.com,,2021-07-08,,False,7134.59
CUST000467,FirstName467,LastName467,customer.467@email.com,+1-555-648-5405,2022-04-07,,N,3446.81
CUST000468,FirstName468,LastName468,customer468@email.com,,2020-07-10,VIP,false,1296.73
CUST000469,FirstName469,LastName469,customer469@gmail.com,5556993071,2021-02-09,Standard,True,2331.4
CUST000470,FirstName470,LastName470,customer470@gmail.com,5551969865,2023-06-25,,1,6050.2
CUST000471,FirstName471,LastName471,,,2023-03-29,Premium,false,230.57
CUST000472,FirstName472,LastName472,customer.472@email.com,,2022-05-27,Premium,N,4100.91
CUST000473,FirstName473,LastName473,,5556265366,2023-07-18,,0,5873.24
CUST000474,FirstName474,LastName474,,+1-555-785-2291,2020-05-30,,false,2816.08
CUST000475,FirstName475,LastName475,customer475@gmail.com,,2021-10-13,Basic,0,4186.25
CUST000476,FirstName476,LastName476,customer.476@email.com,5554175475,2021-02-27,Premium,1,9394.81
CUST000477,FirstName477,LastName477,,+1-555-748-9705,2021-08-20,VIP,1,6247.99
CUST000478,FirstName478,LastName478,Customer478@Email.com,,2020-01-07,,0,1255.64
CUST000479,FirstName479,LastName479,,,2020-12-06,Premium,false,4016.88
CUST000480,FirstName480,LastName480,,,2023-03-21,Standard,Y,6665.2
CUST000481,FirstName481,LastName481,,555-752-7887,2022-03-09,VIP,0,3306.03
CUST000482,FirstName482,LastName482,customer.482@email.com,+1-555-835-9531,2021-01-16,VIP,0,8040.52
CUST000483,FirstName483,LastName483,customer.483@email.com,,2023-01-25,,0,5930.19
CUST000484,FirstName484,LastName484,,,2020-05-19,Premium,False,7869.8
CUST000485,FirstName485,LastName485,,,2023-06-14,Basic,true,8963.03
CUST000486,FirstName486,LastName486,,5552885227,2020-09-30,,true,1213.85
CUST000487,FirstName487,LastName487,,,2020-11-01,Premium,N,4009.12
CUST000488,FirstName488,LastName488,customer488@email.com,,2022-12-17,,False,1555.67
CUST000489,FirstName489,LastName489,customer489@gmail.com,,2021-05-28,Basic,false,1852.12
CUST000490,FirstName490,LastName490,,+1-555-201-9701,2020-09-04,Basic,1,6545.0
CUST000491,FirstName491,LastName491,customer491@email.com,,2021-06-21,,0,4456.03
CUST000492,FirstName492,LastName492,customer.492@email.com,(555) 733-6871,2020-08-26,Basic,N,1576.12
CUST000493,FirstName493,LastName493,,+1-555-887-1756,2021-01-27,Premium,True,9693.99
CUST000494,FirstName494,LastName494,,+1-555-948-1681,2020-09-27,Standard,False,1907.13
CUST000495,FirstName495,LastName495,,+1-555-955-5572,2023-08-31,VIP,True,8335.42
CUST000496,FirstName496,LastName496,customer496@gmail.com,,2021-05-11,,1,5259.41
CUST000497,FirstName497,LastName497,Customer497@Email.com,,2022-12-30,Basic,0,6859.53
CUST000498,FirstName498,LastName498,Customer498@Email.com,555-820-9740,2020-05-04,Premium,false,4409.74
CUST000499,FirstName499,LastName499,customer.499@email.com,,2021-04-09,VIP,true,784.65
CUST000500,FirstName500,LastName500,,5558506457,2022-08-19,Standard,true,3032.37
CUST000501,FirstName501,LastName501,customer501@gmail.com,,2023-05-08,,False,3576.0
CUST000502,FirstName502,LastName502,Customer502@Email.com,555-185-9854,2023-10-09,VIP,1,5626.85
CUST000503,FirstName503,LastName503,customer.503@email.com,5557435767,2022-08-08,VIP,false,9063.48
CUST000504,FirstName504,LastName504,,,2023-02-06,Basic,0,5979.63
CUST000505,FirstName505,LastName505,Customer505@Email.com,(555) 171-5160,2022-03-08,Basic,Y,924.4
CUST000506,FirstName506,LastName506,customer506@gmail.com,,2023-06-12,,False,1147.37
CUST000507,FirstName507,LastName507,customer507@email.com,(555) 629-8070,2022-10-17,Basic,True,5773.19
CUST000508,FirstName508,LastName508,customer508@gmail.com,(555) 756-9255,2020-02-05,Basic,false,9623.9
CUST000509,FirstName509,LastName509,customer509@gmail.com,+1-555-658-2059,2022-04-04,Premium,N,5636.19
CUST000510,FirstName510,LastName510,Customer510@Email.com,5554482416,2020-02-19,Standard,True,9003.74
CUST000511,FirstName511,LastName511,,(555) 545-5227,2022-06-20,VIP,N,8566.41
CUST000512,FirstName512,LastName512,Customer512@Email.com,555-151-9468,2020-01-09,Standard,1,9760.93
CUST000513,FirstName513,LastName513,customer.513@email.com,(555) 884-5244,2020-04-14,Basic,N,4030.33
CUST000514,FirstName514,LastName514,,5551548473,2021-10-02,Basic,True,772.71
CUST000515,FirstName515,LastName515,,+1-555-100-9294,2021-12-01,,Y,331.8
CUST000516,FirstName516,LastName516,,5552939670,2022-06-23,Basic,True,2505.8
CUST000517,FirstName517,LastName517,customer517@gmail.com,,2022-09-13,Standard,Y,3726.31
CUST000518,FirstName518,LastName518,,,2022-10-22,Premium,True,286.5
CUST000519,FirstName519,LastName519,,(555) 335-6818,2022-07-30,Standard,true,2150.46
CUST000520,FirstName520,LastName520,customer520@gmail.com,,2021-05-04,Standard,N,3013.24
CUST000521,FirstName521,LastName521,,5553482589,2021-05-26,Premium,1,4955.45
CUST000522,FirstName522,LastName522,Customer522@Email.com,555-693-4027,2023-09-30,,0,5569.87
CUST000523,FirstName523,LastName523,,(555) 547-2852,2021-04-05,Basic,false,4739.21
CUST000524,FirstName524,LastName524,customer524@email.com,,2020-01-16,Standard,false,3377.93
CUST000525,FirstName525,LastName525,customer.525@email.com,,2022-09-05,VIP,Y,3828.89
CUST000526,FirstName526,LastName526,customer526@gmail.com,555-959-8379,2023-07-22,Standard,0,2528.37
CUST000527,FirstName527,LastName527,,,2023-05-31,Basic,True,4277.16
CUST000528,FirstName528,LastName528,,555-855-6468,2022-05-16,Basic,true,3986.67
CUST000529,FirstName529,LastName529,customer.529@email.com,+1-555-567-5468,2020-10-03,Basic,true,7752.58
CUST000530,FirstName530,LastName530,customer530@gmail.com,555-776-5285,2022-07-01,,0,2153.04
CUST000531,FirstName531,LastName531,customer531@email.com,555-408-3893,2023-08-26,Standard,N,7398.03
CUST000532,FirstName532,LastName532,customer532@email.com,5554429456,2021-01-19,Standard,False,6382.1
CUST000533,FirstName533,LastName533,,5555722735,2020-03-07,VIP,false,7609.47
CUST000534,FirstName534,LastName534,,5555074810,2020-06-18,,true,5567.39
CUST000535,FirstName535,LastName535,customer.535@email.com,(555) 574-8461,2021-04-13,,false,4965.33
CUST000536,FirstName536,LastName536,customer536@email.com,(555) 532-5982,2022-08-27,,true,8672.12
CUST000537,FirstName537,LastName537,Customer537@Email.com,,2020-01-30,Premium,false,6396.55
CUST000538,FirstName538,LastName538,,5559381657,2020-10-07,VIP,True,1295.43
CUST000539,FirstName539,LastName539,customer.539@email.com,,2022-04-12,,1,5665.37
CUST000540,FirstName540,LastName540,,(555) 918-1813,2021-06-10,Basic,true,4886.25
CUST000541,FirstName541,LastName541,customer541@email.com,(555) 845-2994,2020-08-19,,false,513.58
CUST000542,FirstName542,LastName542,customer542@gmail.com,555-636-7063,2023-10-01,Basic,True,8118.84
CUST000543,FirstName543,LastName543,customer.543@email.com,555-461-2579,2021-04-21,Standard,False,4057.09
CUST000544,FirstName544,LastName544,customer.544@email.com,,2021-10-10,,true,9058.88
CUST000545,FirstName545,LastName545,Customer545@Email.com,,2021-08-24,Basic,0,541.07
CUST000546,FirstName546,LastName546,customer546@gmail.com,5553622817,2020-10-20,VIP,N,9294.84
CUST000547,FirstName547,LastName547,Customer547@Email.com,(555) 271-2875,2022-06-13,,False,5011.41
CUST000548,FirstName548,LastName548,Customer548@Email.com,,2020-12-05,,True,940.86
CUST000549,FirstName549,LastName549,,(555) 311-1243,2020-06-05,,True,3606.39
CUST000550,FirstName550,LastName550,customer550@gmail.com,+1-555-758-1875,2020-08-01,Standard,1,4467.15
CUST000551,FirstName551,LastName551,,,2020-08-21,Standard,true,3265.14
CUST000552,FirstName552,LastName552,,(555) 893-6005,2022-09-13,Basic,0,3964.17
CUST000553,FirstName553,LastName553,customer553@gmail.com,(555) 990-9046,2022-02-17,Premium,Y,8193.1
CUST000554,FirstName554,LastName554,customer554@gmail.com,,2020-06-18,,0,6775.15
CUST000555,FirstName555,LastName555,Customer555@Email.com,,2021-12-12,Basic,True,8983.62
CUST000556,FirstName556,LastName556,customer556@gmail.com,5557744146,2021-12-01,Standard,0,2902.75
CUST000557,FirstName557,LastName557,customer557@email.com,+1-555-592-3939,2021-08-21,,false,709.08
CUST000558,FirstName558,LastName558,customer.558@email.com,(555) 101-6430,2021-03-12,Basic,True,7956.48
CUST000559,FirstName559,LastName559,customer.559@email.com,,2020-08-14,Premium,false,5998.75
CUST000560,FirstName560,LastName560,customer560@gmail.com,,2021-11-03,Standard,N,2720.78
CUST000561,FirstName561,LastName561,,(555) 328-8814,2020-12-15,Premium,True,8267.25
CUST000562,FirstName562,LastName562,Customer562@Email.com,555-328-5183,2023-05-14,Basic,false,6664.38
CUST000563,FirstName563,LastName563,customer563@email.com,,2023-08-23,VIP,Y,5483.36
CUST000564,FirstName564,LastName564,Customer564@Email.com,555-509-8018,2020-09-20,VIP,1,3885.19
CUST000565,FirstName565,LastName565,,(555) 668-1676,2022-06-11,VIP,0,7045.39
CUST000566,FirstName566,LastName566,Customer566@Email.com,5557015520,2022-10-27,,True,2820.33
CUST000567,FirstName567,LastName567,customer567@email.com,+1-555-496-8113,2020-03-27,Premium,true,8647.78
CUST000568,FirstName568,LastName568,customer568@gmail.com,5557671403,2020-04-01,Basic,1,4145.4
CUST000569,FirstName569,LastName569,customer.569@email.com,+1-555-444-7682,2020-04-25,,0,1875.16
CUST000570,FirstName570,LastName570,customer570@gmail.com,555-685-3740,2020-06-27,,True,7194.81
CUST000571,FirstName571,LastName571,Customer571@Email.com,5557915625,2021-08-29,VIP,False,9280.91
CUST000572,FirstName572,LastName572,customer572@gmail.com,555-598-1593,2023-10-29,VIP,Y,1345.96
CUST000573,FirstName573,LastName573,Customer573@Email.com,(555) 106-2445,2023-09-09,,N,8623.07
CUST000574,FirstName574,LastName574,customer574@email.com,,2021-01-11,Standard,false,3631.85
CUST000575,FirstName575,LastName575,customer.575@email.com,555-721-9137,2020-12-07,Basic,0,1638.81
CUST000576,FirstName576,LastName576,customer576@gmail.com,,2023-05-05,VIP,True,1212.76
CUST000577,FirstName577,LastName577,,5555783798,2022-04-21,,false,4330.89
CUST000578,FirstName578,LastName578,,555-725-6602,2023-04-06,VIP,False,9758.92
CUST000579,FirstName579,LastName579,customer579@gmail.com,+1-555-751-5782,2023-03-24,Premium,True,3791.4
CUST000580,FirstName580,LastName580,,(555) 825-6638,2020-11-25,VIP,True,8510.99
CUST000581,FirstName581,LastName581,customer581@email.com,555-454-8889,2020-07-16,,false,1609.17
CUST000582,FirstName582,LastName582,customer.582@email.com,,2021-08-26,Premium,false,9758.24
CUST000583,FirstName583,LastName583,customer583@email.com,5554248908,2020-02-23,Basic,false,7518.81
CUST000584,FirstName584,LastName584,customer584@email.com,555-171-2350,2022-06-22,Premium,0,2610.22
CUST000585,FirstName585,LastName585,customer585@gmail.com,,2022-12-24,,False,1464.21
CUST000586,FirstName586,LastName586,Customer586@Email.com,555-641-4016,2021-02-12,,True,8010.42
CUST000587,FirstName587,LastName587,customer587@gmail.com,+1-555-834-6343,2023-10-15,Premium,1,2607.6
CUST000588,FirstName588,LastName588,customer.588@email.com,+1-555-281-2853,2021-08-06,Basic,N,8919.63
CUST000589,FirstName589,LastName589,,555-528-3477,2022-12-28,,false,288.36
CUST000590,FirstName590,LastName590,customer590@email.com,5551788016,2022-01-28,Basic,N,3246.69
CUST000591,FirstName591,LastName591,customer591@email.com,,2022-05-04,Basic,Y,4838.8
CUST000592,FirstName592,LastName592,,5552784093,2022-05-14,Standard,1,2282.82
CUST000593,FirstName593,LastName593,customer593@gmail.com,555-996-6032,2021-06-21,,True,6542.59
CUST000594,FirstName594,LastName594,customer.594@email.com,,2022-02-06,Basic,0,5047.19
CUST000595,FirstName595,LastName595,,(555) 406-2412,2022-05-08,,false,5891.38
CUST000596,FirstName596,LastName596,customer596@email.com,5555594049,2020-02-06,Premium,0,6423.2
CUST000597,FirstName597,LastName597,Customer597@Email.com,,2023-06-15,,0,1321.11
CUST000598,FirstName598,LastName598,,,2023-09-27,Premium,Y,734.74
CUST000599,FirstName599,LastName599,,,2021-12-02,Premium,Y,9105.94
CUST000600,FirstName600,LastName600,customer600@email.com,(555) 410-6394,2020-09-29,,true,9690.66
CUST000601,FirstName601,LastName601,customer601@email.com,,2022-07-04,VIP,Y,942.0
CUST000602,FirstName602,LastName602,,(555) 478-1354,2021-08-22,,true,118.38
CUST000603,FirstName603,LastName603,,+1-555-763-5090,2022-01-10,Standard,True,1081.65
CUST000604,FirstName604,LastName604,,,2022-07-18,Basic,1,9632.2
